#Aplicación Presupuetaria,Programa,,Fecha,CIF,Tercero,Concepto,Importe
Energía eléctrica,312,22100,2014-08-08,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion  0651334.",600.68
Energía eléctrica,312,22100,2014-08-08,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion 0651349.",408.17
Energía eléctrica,320,22100,2014-08-08,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion  0651334.",600.68
Energía eléctrica,920,22100,2014-08-08,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion  0651372.",706.51
Energía eléctrica,920,22100,2014-08-08,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion 0651368.",8632.7
"Reuniones, Conferencias y Cursos",241,22606,2014-08-08,B76528892,LA BRUJULA EDUCATIVA,"Curso Iniciacion al Ruso, 50 h oras del 14-30 Julio 2014 de m añana",1256.21
Tributos de las Entidades Locales,161,22502,2014-08-08,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Julio 2014 Desalacion,276316.05
Feria de La Pesca 2014,419,22636,2014-08-09,B38342291,PRODUCCIONES XENOX S.L.,"Alquiler Salas y Cocinas para Produccion y Grabacion de Vide os Gastronomicos de Tunidos, 2  Feria de Pesca",1840.4
Energía eléctrica,150,22100,2014-08-11,A81948077,ENDESA ENERGIA S.A.U.,"Facturacion Julio 2014, Codigo Agrupacion 1463468.",19952.36
Energía eléctrica,150,22100,2014-08-11,B82846825,ENDESA ENERGIA XXI S.L.,"Consumo Duque de la Torre, 19,  Greo, loc , Codigo Agrupacion  0614678",84.1
Energía eléctrica,340,22100,2014-08-11,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion 0652760.",569.58
Energía eléctrica,920,22100,2014-08-11,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion 0090784.",66.1
Energía eléctrica,920,22100,2014-08-11,B82846825,ENDESA ENERGIA XXI S.L.,"Facturacion Julio 2014, Codigo  Agrupacion 0652760.",569.58
Repar. conserv. y man. elementos de transporte,132,21400,2014-08-11,B76629948,MDT REPARACION E INSTLACION DE MAQUINARIA DE TALLER,Suministro Material del Taller,688.89
Informáticas,920,22203,2014-08-12,A81962201,ARANZADI EDITORIAL,Base datos 2014-Aranzadi Visio n,5823.73
Ordinario no inventariable,920,22000,2014-08-12,B38081790,THE RED PEN S.L.,500 *A6+2000*A4- Cartulina Bla nca 180 gm,68.31
Estudios y Trabajos Técnicos,920,22706,2014-08-13,B38773321,RODI INVERSIONES S.L.,Realización Informe Alegacione s Expte. Aprobación Estudio Li cencias Autotaxis.,4815
Postales,920,22201,2014-08-13,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 13/08 /2014, Multas 617",0.58
Postales,920,22201,2014-08-13,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 13/08 /2014, Recaudaci?n 614",0.58
Postales,920,22201,2014-08-13,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 13/08 /2014, Rentas 618",53.8
Elementos de Transporte,170,21400,2014-08-14,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo 9297FTP. M edio Ambiente.,381.09
Postales,920,22201,2014-08-18,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 18/08 /14, Multas 3",11.57
Postales,920,22201,2014-08-18,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 18/08 /2014, Multas 613",18.71
Postales,920,22201,2014-08-18,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 18/08 /2014, Multas 615",1.59
Postales,920,22201,2014-08-18,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 18/08 /2014, Multas 616",6.29
Postales,920,22201,2014-08-18,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 18/08 /2014, Multas 619",4.36
Postales,920,22201,2014-08-18,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 18/08 /2014, Multas 620",46.92
Tributos de las Entidades Locales,161,22502,2014-08-18,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Julio 2014 Depuracion  y Vertido,131935.82
Servicios de Recaudación,931,22708,2014-08-19,S3826006C,DELEGACION PROVINCIAL HACIENDA,Coste del Servicio mes de Juli o 2014. Convenio de colaboraci on Ayto. con Agencia Tributari a.,386.78
Vestuario,130,22104,2014-08-19,B38798278,SOLUCIONES EXTREME CANARIAS S.L.,Material defensa antidisturbio s para la policía  local.,237
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio ,8Botellones Agua ,1Caja Vasos-Sac los Cris tianos",76.88
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio y 1 Caja Vaso s-Contratacion,22.88
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio y 2 Botellone s Agua-Recaudacion,24.63
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio y 20 Botellon es Agua, 3 Caja Vasos-Plusvali a",156.12
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio y 2Botellones  Agua-Archivo,24.63
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio y 5 Botellone s Agua-Urbanismo,43.38
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio y 6Botellones  Agua-Informatica,50.13
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 17 Botellone s Agua y 2 Caja Vasos-Sac Aron a",138.12
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,1 Botellon ag ua y 1Caja Vasos-Juventud",30.38
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,3Botellones A gua y 1Caja Vasos-Negociado de  Multas",44.27
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,4 Botellones Agua-Patronato de Turismo",38.15
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,y 3Botellones  Agua-Alcaldia",31.02
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio-Cementerio,9.63
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio-Concejalia Ma ntenimiento y Obras,9.63
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",14 Botellones 11 litros -Cocin a,11.55
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio,17Botellones A gua, 2Caja Vasos-Policia Arona",138.12
Productos alimenticios,920,22105,2014-08-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio,1Botellon Agua -Tesoreria",17.13
Actividades Socioculturales,339,22609,2014-08-21,B38881785,DML SUMINISTROS ESCENICOS S.L.,"Material de Ferreteria para Cu lturjoven arona 2014,(Linoleo,  Moqueta, para Campeonato de   Break Dance)Conc. Juventud.",3314.07
Feria de La Pesca 2014,419,22636,2014-08-21,B38621850,FERRETERIA HERMALAY S.L.,Suministro Material Ferreteria  para la Noche Azul de los Cri stianos- Promocion Economica,81.22
Informáticas,920,22203,2014-08-21,B64074230,UBILIBET S.L.,Servicio renovacion dominio MO BI arona.mobi,195
Productos alimenticios,920,22105,2014-08-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1Cuota Servicio y 5Botellones Agua-Cultura,43.38
Mantenimiento Cámaras de Seguridad,130,21305,2014-08-25,B38860037,"JEMELCA MONTAJES ELECTRICOS CANARIOS, S.L.",Suministro e instalación CCTV   CEIP Pérez  Valero.,3341.48
Mantenimiento de Extintores,130,21303,2014-08-25,B82929951,TECHCO SEGURIDAD S.L.,Mantenimiento de Extintores Ed ificios Municipales.,3832.21
Plan de Promoción Económica,433,22614,2014-08-25,B76603042,PARTY HOBBY S.L.,Actividades realizadas para No che Azul 2014. Concejal?a  Pro moci?n Econ?mica.,3926.9
Plan de Promoción Económica,433,22614,2014-08-25,G38098224,ASOCIACION DE BOMBEROS VOLUNTARIOS,"Por asistencia al reten en el evento: Noche Azul en Los Cris tianos, 22 de Agosto de 2014.",250
Plan de Seguridad Integral Edificios Municipales,132,62604,2014-08-25,B38860037,"JEMELCA MONTAJES ELECTRICOS CANARIOS, S.L.",Suministro e instalación CCTV   CEIP Pérez  Valero.,3341.48
Productos alimenticios,920,22105,2014-08-25,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,2Botellones A gua-Sac las Galletas",36.12
Repar. mant. y cons. Equipos para procesos informa,920,21600,2014-08-25,B38581393,TECNISUR COPIADORAS S.L.,Reparación equipo dpto. person al n. fac. 14001849,96.09
"Suministros de repuestos de maquinaria, utillaje",130,22111,2014-08-25,B38617148,"AUTOMOVILES VALLE DE GUIMAR, S.L.",Reparación  Vehículo 8629CDV. (Policía Local),387.56
Actividades Socioculturales,339,22609,2014-08-26,B38092151,TROPICAL BUS S.L.,"Transporte desde Explanada Cen tro Salud Cabo Blanco hasta Pa rking Auditorio Adan Martin en  S/C. Proyecto ""Culturjoven"" A",293.55
Mantenimiento de Extintores,130,21303,2014-08-26,B76159094,INSTALACIONES MONTESDEOCA S.L.U.,Suministro de extintores Ayunt amiento.,1879.06
"Prensa, revistas, libros y otros",931,22001,2014-08-27,A58417346,WOLTERS KLUWER ESPAÑA S.A.,La reforma del Regimen Jurídic o de la Admón  Local. (Interve ncion de fondos).,90
Combustibles y carburantes,931,22103,2014-08-28,A38047684,ESTACION SURAMERICAS S.A.,"Carburante Vehículos Municipal es, mes Agosto 2014.",2036.76
Combustibles y carburantes.,130,22103,2014-08-28,A38047684,ESTACION SURAMERICAS S.A.,"Carburante Vehículos Municipal es, mes Agosto 2014.",2036.76
Combustibles y carburantes.,170,22103,2014-08-28,A38047684,ESTACION SURAMERICAS S.A.,"Carburante Vehículos Municipal es, mes Agosto 2014.",2036.76
Festejos y Actos Populares,338,22610,2014-08-28,B38794327,AUTO GRUAS CABELLO S.L.U.,"Transporte Montacarga Naranja,  FIN AñO, Concejalia de Fiesta s",74.28
Material informático no inventariable,920,22002,2014-08-28,B76580836,"4 PLUSINT, S.L.",Instalación de Telecomunicacio nes en Anexo al Campo de Fútbo l Municipal Villa Isabel.El Fr aile.,470.8
Material informático no inventariable,920,22002,2014-08-28,B76580836,"4 PLUSINT, S.L.","Instalación de Telecomunicacio nes en campo de Fútbol Municip al Villa Isabel, El Fraile.",139.1
Material informático no inventariable,920,22002,2014-08-28,B76580836,"4 PLUSINT, S.L.","Instalación de Telecomunicacio nes en Pabellón Villa Isabel,   El Fraile.",1519.4
Mantenimiento Aire Acondicionado,920,21304,2014-08-29,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.","impuesto del Refrigerante R-41 0A Epígrafe 2.1/P06, referente  a fra. 1/000593.",55.81
Mantenimiento Aire Acondicionado,920,21304,2014-08-29,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Reparación incidencia Aire Aco ndicionado Oficinas Policia Lo cal Arona.,224.7
Material informático no inventariable,130,22002,2014-08-29,B62505524,ONEDIRECT COMUNICACIONES S.L.,5 Cascos Policia Local nº. de fac.  FB14016054,734.75
Plan de Promoción Económica,433,22614,2014-08-29,A28010478,IMESAPI S.A.,"080/2014 Evento ""La Noche Azul  2014""",1476.35
Repar. conserv. y man. elementos de transporte,132,21400,2014-08-29,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo 8838-BVY.  Policía Local.,184.76
Repar. conserv. y man. elementos de transporte,132,21400,2014-08-29,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo 8838-BVY. Policía  Local,80.25
Repar. conserv. y man. elementos de transporte,132,21400,2014-08-29,B38233912,SERVICIOS E LEON S.L.,Reparación vehículo 9729-DVL. Policía Local.,40.13
Servicio Mantenimiento Jardines Municipales,171,22741,2014-08-29,U76535509,UTE ZONAS VERDES ARONA,"Servicio Agosto 2014 Gestion d e Zonas Verdes de Arona, Expte 4/2010-carsv",366196.94
"Suministros de material electrónico, eléctrico y t",920,22112,2014-08-29,A28006922,FINANZAUTO S.A.,"Reparacion Sensor de presion d el aceite y sustituir, MOTOR.",726.72
Feria de La Pesca 2014,419,22636,2014-08-30,B38204889,PRODUCCIONES O.Y.E. S.L.,"Servicios Prestados en ""La Fer ia de la Pesca 2014"" Día 30 Ag osto  2014,Actuación Jóvenes C antadores.Promoción Económica.",2033
Feria de La Pesca 2014,419,22636,2014-08-30,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,Materiales para Promoción Econ omica y Empleo.II Feria del  Pescado Los Cristianos. 28 a  l 30 Agosto 2014.,53.24
Servicio de Vigilancia y Socorrismo en Playas,173,22736,2014-08-30,B62137252,PRO ACTIVA SERVEIS AQUATICS S.L.,"Servicio Agosto 2014 Vigilanci a, Salvamento y Asistencia en Playas Turisticas",14329.44
Actividades Culturales y Deportivas,323,22609,2014-08-31,B38092151,TROPICAL BUS S.L.,"Transporte Taller de Inversion  Linguisticas Agosto 2014. Con cejalia de Educacion. ""Taller  de inmersión linguistica.",6489
Combustibles y carburantes,150,22103,2014-08-31,B38983318,"PICAMOLINOS, S.L.","Carburante Agosto 2014 ,Vehicu los",1067.54
Combustibles y carburantes,912,22103,2014-08-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,"Carburante vehículos Municipal es Alcaldía, mes Agosto 2014.",258.57
Combustibles y carburantes,912,22103,2014-08-31,B38983318,"PICAMOLINOS, S.L.","Carburante Agosto 2014 ,Vehicu los",1067.54
Combustibles y carburantes,920,22103,2014-08-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,"Carburante vehículos Municipal es Alcaldía, mes Agosto 2014.",258.57
Combustibles y carburantes,920,22103,2014-08-31,B38983318,"PICAMOLINOS, S.L.","Carburante Agosto 2014 ,Vehicu los",1067.54
Combustibles y carburantes.,130,22103,2014-08-31,A38087367,CLAUDIO ALFONSO E HIJOS S.A.,"Combustible Agosto 2014, Vehic ulos de la Policia Local",212.75
Combustibles y carburantes.,130,22103,2014-08-31,B38983318,"PICAMOLINOS, S.L.","Carburante Agosto 2004, Vehicu los Policía Local.",574.72
Combustibles y carburantes.,130,22103,2014-08-31,B38983318,"PICAMOLINOS, S.L.","Carburante Agosto 2014 ,Vehicu los",1067.54
Combustibles y carburantes.,130,22103,2014-08-31,B76585801,"VILLASARA MULTISERVICIOS, S.L.","Carburante Vehículos Policía L ocal, mes Agosto 2014.",958.09
Combustibles y carburantes.,170,22103,2014-08-31,B38983318,"PICAMOLINOS, S.L.","Carburante Agosto 2014 ,Vehicu los",1067.54
Feria de La Pesca 2014,419,22636,2014-08-31,A38022182,RADIO CLUB DE CANARIAS S.A.,Cuñas Publicitarias Feria del Pescado.,756.61
Feria de La Pesca 2014,419,22636,2014-08-31,B38082582,SERMACA S.L.,"Por limpieza única de la zona portuaria con motivo Feria del  Pescado 2014, de Los Cristian os.",203.3
Feria de La Pesca 2014,419,22636,2014-08-31,B76559681,"BRUJULA SEGURIDAD,S.L.","Custodiar el 30/08/14, de 12:0 0 a 24:00 ,Feria del Pescado(L os Cristianos)",154.08
Limpieza y Aseo,920,22700,2014-08-31,B35745926,RALONS SERVICIOS S.L.,"Servicio de Limpieza de Centro s Educativos y Dependencias Mu nicipales, mes Agosto 2014.",139226.13
Ordinario no inventariable,920,22000,2014-08-31,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Suministro Material de Oficina  Agosto 2014,432.61
Plan de Promoción Económica,433,22614,2014-08-31,B76528595,"SPORTIFE EVENTOS, S.L.","Espectaculo Piratas Locos 22 a gosto 2014, Noche Azul",2675
Plan de Promoción Económica,433,22614,2014-08-31,B76597087,BANDERA 2013 SLU,"Servicio de Control en Agosto el 2/8/14, de 19:00 a 23:00, "" Noche Azul""",34.24
Postales,920,22201,2014-08-31,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Servicio Correspondencia mes A gosto 2014.,7989.31
Productos alimenticios,920,22105,2014-08-31,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","3 Cuotas Servicio, Urbanismo, c.civico cabo blanco y 2º cuot a informatica",28.89
Productos de limpieza y aseo,920,22110,2014-08-31,B35745926,RALONS SERVICIOS S.L.,Servicio de Limpieza mes Agost o en la sala anexa al Centro C ivico de Cabo Blanco.,207.15
Publicidad y Propaganda,920,22602,2014-08-31,A38011623,CANARIA DE AVISOS S.A.,Anuncio Fiestas del Carmen en   Los Cristianos.,539.28
Publicidad y Propaganda,920,22602,2014-08-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Bando Alcaldia publicado en el  dia, 31/8/14,pag13, Prohibido  estacionar y circular.Fiestas N Srªdel Carmen Los Cristianos",856
Publicidad y Propaganda,920,22602,2014-08-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Publicacion Bando Alcaldia en el dia, 29/08/2014, pag12, Dep osito Municipal de Vehiculos",577.8
Publicidad y Propaganda,920,22602,2014-08-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Publicacion en EL DIA, 16/7/14 , Pag.26 Bando Alcaldia Horari o de Verano Sac",288.9
Servicio de Atención Telefónica,925,22720,2014-08-31,B62916077,KONECTA BTO S.L.,"Servicio Agosto 2014 Atencion Telefonica 010 y del Apoyo al Servicio 092 de la policia, Ex p 1/09-casv",37772.96
Servicio de Mantenimiento Eléctrico de Edificios,320,22716,2014-08-31,A28010478,IMESAPI S.A.,"Servicio Mantenimiento de las Instalaciones ElÉctricas Espac ioos Públicos,Dependencias Adt vas., Exp 3/9-casv",118329.1
Servicio de Mantenimiento Eléctrico de Edificios,342,22716,2014-08-31,A28010478,IMESAPI S.A.,"Servicio Mantenimiento de las Instalaciones ElÉctricas Espac ioos Públicos,Dependencias Adt vas., Exp 3/9-casv",118329.1
Servicio de Mantenimiento Eléctrico de Edificios,920,22716,2014-08-31,A28010478,IMESAPI S.A.,"Servicio Mantenimiento de las Instalaciones ElÉctricas Espac ioos Públicos,Dependencias Adt vas., Exp 3/9-casv",118329.1
Servicio Mantenimiento Alumbrado Público,165,22712,2014-08-31,A28010478,IMESAPI S.A.,"Servicio Mantenimiento de las Instalaciones ElÉctricas Espac ioos Públicos,Dependencias Adt vas., Exp 3/9-casv",118329.1
Servicio Recogida de Papel Cartón,162,22710,2014-08-31,U38732830,UTE CLUSA-MCCSA,"Servicio Agosto 2014, Recogida , Transporte de los Residuos d e Papel y Carton de Arona",18489.19
Servicio Recogida RSU y Lim. Viaria,162,22709,2014-08-31,U76525534,UTE ARONA,"Certificacion Agosto 2014, Lim pieza Viaria, Expte 1/2010-cas p",494778.22
Actividades Socioculturales,339,22609,2014-09-01,B38418653,SANITARIOS PORTATILES S.L.,Alquiler 3 Sanitarios-Culturjo ven Arona 2014,321
Actividades Socioculturales,339,22609,2014-09-01,B38645735,AINHFER S.L.,"Alquiler 10 Barandillas de 1*1  proteccion anticaidas del esc enario, 30 Correderas Sujeccio n barandillas- Evento Cultur J",160.5
Actividades Socioculturales,339,22609,2014-09-01,B38853990,SOUND CANARIAS S.L.U.,Evento Culturjoven 22 y 29 Ago sto 2014. Concejalía de Juvent ud.,2805
Arrendamientos de Material de Transporte,132,20400,2014-09-01,A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT S.A.U.,"Servicio Septiembre 2014, Alqu iler Vehiculos de la policia l ocal, Expte 3/09-cspsu",11492.78
Asistencia Médico-Farmacéutica,221,16008,2014-09-01,A50004209,"DKV SEGUROS Y REASEGUROS, S.A.E,","Primas Septiembre 2014 Poliza Salud nº37 041 01952, Expte 6/ 12-casv",16575
"Desinfectantes, raticidas",313,22115,2014-09-01,B38589842,MAXIMO PESTANO SANIDAD AMBIENTAL S.L.,"Servicio Septiembre 2014, Desr atizacion y Desinsectacion",3852
Energía eléctrica,340,22100,2014-09-01,A81948077,ENDESA ENERGIA S.A.U.,"Facturacion Agosto 14,Av. Arqu itecto Gomez Cuesta, Codigo Ag rupacon 1535344",5745.31
Feria de La Pesca 2014,419,22636,2014-09-01,B38390589,SOUND BLACK S.L.,Material Suministrado para IIF eria del Pescado Cristianos 20 14,5445.23
Feria de La Pesca 2014,419,22636,2014-09-01,B38418653,SANITARIOS PORTATILES S.L.,Alquiler 2 Sanitarios- Feria d el Pescado 2014,112.35
Feria de La Pesca 2014,419,22636,2014-09-01,B38645735,AINHFER S.L.,"Alquiler de 10 Barandillas pro teccion anticaidas, 30 correde ras sujeccion barandillas en e scenario, 2 Feria del Pescado",160.5
Feria de La Pesca 2014,419,22636,2014-09-01,B76583558,MAKAROGRAFICA TRES SLL,"Impresion de Vinilos 80*50cm,2 20*135cm,120*75cm,Exp calle pe scador, II Feria de la pesca a rona",2807.61
Feria de La Pesca 2014,419,22636,2014-09-01,B76603042,PARTY HOBBY S.L.,Servicio  de  Carpas para  La  Feria del Pescado día 30/08/1 4.Concejalía Promoción Económi ca.,481.5
Feria de La Pesca 2014,419,22636,2014-09-01,G38035192,C.I.T. SUR,"Servicio de dos Azafatas para ""Feria del Pescado"" Los Cristi anos de 18 h a 23 h.",200
Publicidad y Propaganda,920,22602,2014-09-01,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,Noticias Municipales Agosto 20 14.,1500
