#Aplicación Presupuestaria,Programa,,Fecha,CIF,Tercero,Concepto,Importe
"Prensa, revistas, libros y otras publicaciones",920,22001,2015-05-18,B38613238,"LLANOAZUR, S.L.","Adquisicion 500 Editados Rusti ca y 250 Tapa Dura, Un Recorri do  por su historia, Carmen Ro sa Perez Barrios",12300
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio - Participaci ón Ciudadana,9.63
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio , 20 Botellon es Agua, 2 Cajas Vasos-Policia  Arona",156.12
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 1 Caja Vasos -Tesoreria",22.88
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 1Botellon Ag ua-Archivo",17.13
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 2 Botellones  Agua-Juventud",24.63
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 21 Botellone s Agua,3 Cajas Vasos-Urbanismo",175.37
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 3 Botellones  Agua y 1 Caja Vasos-Concejali a Obra e Infraestructura",44.27
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 3 Botellones  Agua-Cementerio",31.02
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 3 Botellones  Agua-Recaudación",31.02
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 3Botellones Agua-Urbanismo",31.02
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 5 Botellones  Agua-Alcaldia",43.38
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,6 Botellones Agua-Informatica",50.13
Productos alimenticios,920,22105,2015-05-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","2 Cuota Servicio, 16 Botellone s Agua y 2 Caja Vasos-Registro",141.75
Atenciones protocolarias y representativas,912,22601,2015-05-19,B36546364,"COMERCIAL DE FUNDICIONES GALIPORT, S.L.","Medallas, Insignias, Fins-Alfi leres, Baston de Mando y Escud o de Bronce- Toma Posesion par a la nueva corporacion",5850
Energía eléctrica,920,22100,2015-05-19,A81948077,ENDESA ENERGIA S.A.U.,Consumo P2 JUPITER -ALUMB.PUBL IC LAS ROSAS 12/04/1        P1 5 al 12/05/2015.,412.05
Energía eléctrica,920,22100,2015-05-19,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,350.2
Energía eléctrica,920,22100,2015-05-19,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,244
Energía eléctrica,920,22100,2015-05-19,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,535.95
Energía eléctrica,920,22100,2015-05-19,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,1590.63
Productos alimenticios,920,22105,2015-05-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",Cuota de Servicio. Concejalía de Juventud.,9.63
Repar. conserv. y man. elementos de transporte,132,21400,2015-05-19,B35599323,"INTERINSULAR DE LUBRICANTES, S.L.",16 Power 1 GPS 15W/50- Policia  local,467.15
Repar. mant. y conserv. elementos de transporte,920,21400,2015-05-19,B38233912,SERVICIOS E LEON S.L.,Adquisición Batería 0305FCH,76.93
"Reparaciones, Mante. y conserv. Maquinaria e Inst.",929,21300,2015-05-19,B76595370,CERRAJERIA MUNDO LLAVE S.L.U.,Cambio Código  y Programación Caja Fuerte. S.A.C. Las Gallet as,64.2
Servicios de Recaudación,931,22708,2015-05-19,S3826006C,DELEGACION PROVINCIAL HACIENDA,Coste del Servicio  (LIQUIDACI ON MES DE ABRIL).,365.77
Actividades Socioculturales,336,22609,2015-05-20,B76546225,"MAC IMPRESIONS, S.L.",24m Vinilo mas carton Pluma  y  7m Cuadrados Vinilo Rotulacio n. Exposicion Historica Canari as-América.,1191.71
Atenciones protocolarias y representativas,912,22601,2015-05-20,B36546364,"COMERCIAL DE FUNDICIONES GALIPORT, S.L.","Escudo Bronce, Medalla Reconoc imiento con soporte bronce, pa ra  Mesa Salon Plenos",280
Elecciones,920,22605,2015-05-20,B38621850,FERRETERIA HERMALAY S.L.,Mesa Plegable 180*74 c/asa- E lecciones 2015,967.17
Material informático no inventariable,920,22002,2015-05-20,B34040774,"OMESA INFORMATICA, S.L.",1 Semestre 2015- Mantenimiento  Control Presencia,743.44
Productos alimenticios,920,22105,2015-05-20,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 2 Botellones  Agua y 1 Caja Vasos-Sac las G alletas nº1",37.88
Repar. conserv. y man. elementos de transporte,132,21400,2015-05-20,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo  6178BCX. Escobillas y arranque.,42.53
Atenciones protocolarias y representativas,912,22601,2015-05-21,B38454781,DRAYCA SUR SERVICIOS S.L.,500 Memorias USB DE 4 Gb y 150 0 Boligrafos Eco,4300
Energía eléctrica,150,22100,2015-05-21,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,71.85
Energía eléctrica,312,22100,2015-05-21,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,333.92
Energía eléctrica,320,22100,2015-05-21,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,290.35
Energía eléctrica,340,22100,2015-05-21,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,1081.6
Energía eléctrica,920,22100,2015-05-21,A81948077,ENDESA ENERGIA S.A.U.,Consumo P2         P1,376.52
Energía eléctrica,920,22100,2015-05-21,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,57.17
Energía eléctrica,920,22100,2015-05-21,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,71.4
Material informático no inventariable,920,22002,2015-05-21,B35307693,"QWERTY SISTEMAS, S.L.","LP HP LaserJet *Toner Cian cp 5n  - 7.000 Paginas, Pedido 14 , Expte 1/13-carsu",4322.83
Material informático no inventariable,920,22002,2015-05-21,B35307693,"QWERTY SISTEMAS, S.L.","LP HP LaserJet 4650 *Toner Ne ro 4700, Pedido 10, Expte 1/13 -Carsu",1111.07
Energía eléctrica,150,22100,2015-05-22,B82846825,ENDESA ENERGIA XXI S.L.,FACT. ENER ENTRE REALES         P1,123.06
Energía eléctrica,920,22100,2015-05-22,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,365.4
Energía eléctrica,920,22100,2015-05-22,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,401.81
Postales,920,22201,2015-05-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 22/5/ 15, Recaudacion 678",1236.46
Repar. conserv. y man. elementos de transporte,132,21400,2015-05-22,B38233912,SERVICIOS E LEON S.L.,Reparación vehículo 2887FZC. A lternador 12V.  MESSMER,395.9
Actividades Socioculturales,3271,22609,2015-05-23,B38490991,PATEA TUS MONTES S.L.,"Ruta Senderismo de los Tajinas tes, PN del Teide, Proyecto pa teando canarias",154.08
Atenciones protocolarias y representativas,912,22601,2015-05-25,B38454781,DRAYCA SUR SERVICIOS S.L.,"Adquisicion 1500 Boligrafos Al exluca y 100 Rosetas Enmarcada s., Regalos de actos instituci onales",3700
Energía eléctrica,312,22100,2015-05-25,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,55.84
Energía eléctrica,320,22100,2015-05-25,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,313.34
Energía eléctrica,920,22100,2015-05-25,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,1007.65
Energía eléctrica,920,22100,2015-05-25,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,505.47
Festejos y Actos Populares,338,22610,2015-05-25,B38722203,IDEA GRAFICA FUENTES S.L.,100 Carteles Impresos a 4/0 Ti ntas en Papel Estucado- Dia de  Canarias,304.95
Fiestas del Municipio,338,22611,2015-05-25,B38312047,SAL TRINI TENERIFE,12.000 kilo Sal Comun Sacos 25 - Corpus Cristi,2472
Elecciones,920,22605,2015-05-26,B38963542,LLAVE SUR Y LEGARA S.L.,"Copia Llave Simple, Elecciones  2015",4.82
Energía eléctrica,312,22100,2015-05-26,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,118.08
Energía eléctrica,340,22100,2015-05-26,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,427.12
Energía eléctrica,920,22100,2015-05-26,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,207.61
Energía eléctrica,920,22100,2015-05-26,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,1748.49
Energía eléctrica,920,22100,2015-05-26,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,175.88
Energía eléctrica,920,22100,2015-05-26,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,475.6
Energía eléctrica,920,22100,2015-05-26,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,623.89
Energía eléctrica,920,22100,2015-05-26,B82846825,ENDESA ENERGIA XXI S.L.,Potencia         P1,46.87
Locomoción de Miembros de Órganos de Gobierno,912,23100,2015-05-26,A10005510,VIAJES HALCON S.A.,PASAJERO: FRANCISCO JOSE NIÑO RODRIGUEZ  - COMPAÑIA: AIR BE LIN	 - BILLETE AÉREO Nº	: 659 707802	 - TRAYECTO	: TFSTXLTF,379
Locomoción del personal no directivo,931,23120,2015-05-26,A10005510,VIAJES HALCON S.A.,Billete a Madrid de Lorena Lóp ezA  - COMPAÑIA: AIR EUROPA	 - ILLETE AÉREO Nº	: 9227778661	 - TRAYECTO	: MADTFN - ORIGEN:,225
Material Convenios Fomento Empleo,241,22612,2015-05-26,B38662748,COMERCIAL MIGUEL GOMEZ GONZALEZ S.L.,Uniformidad para Plan de Emple o Social 2015- Promocion Ec.,240.5
Atenciones protocolarias y representativas,912,22601,2015-05-27,B38454781,DRAYCA SUR SERVICIOS S.L.,100 Litografias de grabados de  20 x 29 Enmarcados-* Regalos  actos institucionales,2500
Energía eléctrica,150,22100,2015-05-27,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,165.19
Festejos y Actos Populares,338,22610,2015-05-27,B76656404,ANIMA EVENTOS TENERIFE S.L.,Reparto de Carteles del Baile de Magos Dia de Canarias- Conc ejalia de Fiestas,428
Repar. conserv. y man. elementos de transporte,132,21400,2015-05-27,B38963542,LLAVE SUR Y LEGARA S.L.,Copia llave Seguridad - Polici a Local,38.52
Señalizaciones Municipales,155,22613,2015-05-27,B38621850,FERRETERIA HERMALAY S.L.,Suministro Material Ferreteria  para Callejero,411.69
Energía eléctrica,150,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,33.68
Energía eléctrica,150,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,70.3
Energía eléctrica,312,22100,2015-05-28,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,188.44
Energía eléctrica,312,22100,2015-05-28,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,294.35
Energía eléctrica,312,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,35.17
Energía eléctrica,312,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,368.42
Energía eléctrica,340,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,160.81
Energía eléctrica,920,22100,2015-05-28,A81948077,ENDESA ENERGIA S.A.U.,"AVENIDA LA CONSTITUCION-PLAZA,  PAZ VILLA ISABEL 27        P1 /03/15 a 27/05/2015.",194.67
Energía eléctrica,920,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,26.07
Energía eléctrica,920,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,37.72
Energía eléctrica,920,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,52.15
Energía eléctrica,920,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,55.71
Energía eléctrica,920,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,223.2
Energía eléctrica,920,22100,2015-05-28,B82846825,ENDESA ENERGIA XXI S.L.,Potencia         P1,2.88
Informáticas,920,22203,2015-05-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",Facturación mes de mayo 2015.,3566.13
Mantenimiento Aire Acondicionado,920,21304,2015-05-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.","Recambio Evaporador MOD= 200 m m Flujo Mixto Rep?esto RC Vent ilador Condensadora, CPD C. Cu ltural las Galletas",1637.1
Material informático no inventariable,920,22002,2015-05-28,A81608077,T-SYSTEMS ITC IBERIA S.A.,. 1000618436 Conecta-Face par  Factura Electrónica,12198
Postales,920,22201,2015-05-28,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 28/05 /15,  Remesa 684, Recaudacion  apas",0.58
Postales,920,22201,2015-05-28,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 28/5/ 15, Remesa 0315R , Rentas",19.38
Repar. conserv. y man. elementos de transporte,132,21400,2015-05-28,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo 8838BVY,19.41
Telefónicas,912,22204,2015-05-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",Facturación mes de mayo 2015.,3566.13
Telefónicas,920,22204,2015-05-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",Facturación mes de mayo 2015.,3566.13
Teléfonos,130,22204,2015-05-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",Facturación mes de mayo 2015.,3566.13
Teléfonos,330,22204,2015-05-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",Facturación mes de mayo 2015.,3566.13
Elecciones,920,22605,2015-05-29,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.","Montaje y Desmontaje de Panele s Electorales, 2015, Expte 6/1 5-cmsv",9737
Energía eléctrica,150,22100,2015-05-29,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,143.67
Energía eléctrica,150,22100,2015-05-29,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,483.04
Energía eléctrica,920,22100,2015-05-29,A81948077,ENDESA ENERGIA S.A.U.,Consumo 04/11/2014 a 24/12/201 4.Las Pirámides CAE.A. Publico,564.44
Energía eléctrica,920,22100,2015-05-29,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1 LAS PIRAMIDES CAE 3 A.PUBLICO PLAYA DE L        P1 03/092014 a 04/11/2014,699.7
Energía eléctrica,920,22100,2015-05-29,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,293.55
Energía eléctrica,920,22100,2015-05-29,A81948077,ENDESA ENERGIA S.A.U.,"Suministro Las Piramides-CAE 3  A.Público, 30/6/14 a 03/9/14,",733.69
Energía eléctrica,920,22100,2015-05-29,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,59.27
Energía eléctrica,920,22100,2015-05-29,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,60.83
Energía eléctrica,920,22100,2015-05-29,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,74.61
Festejos y Actos Populares,338,22610,2015-05-29,B76559681,"BRUJULA SEGURIDAD,S.L.",Zona Custodiada 29 y 30 Mayo- Baile de Magos,295.32
Festejos y Actos Populares,338,22610,2015-05-29,G38441515,"AGRUPACION FOLKLORICA ""GUARGAZAL""",Participacion en el Baile de M agos de los Cristianos- Dia de  Canarias,200
Festejos y Actos Populares,338,22610,2015-05-29,G38490736,A.C. PARRANDA DE ALDEA BLANCA,"Participacion - Actuacion en e l Baile de Magos el día 29/5/1 5- Los Cristianos, Arona",300
Locomoción de Miembros de Órganos de Gobierno,912,23100,2015-05-29,A10005510,VIAJES HALCON S.A.,PASAJERO: NINO RODRIGUEZ/FRAN ISCO JOSE  - COMPAÑIA: IBERIA  - BILLETE AÉREO Nº	: 9228891 45	 - TRAYECTO	: TFSMADTFS -,492.14
Plan de Formación Interno Empleados Públicos,920,22616,2015-05-29,B76584283,"SHINE PSICOLOGIA Y COACHING, S.L.","Imparticion del Curso on line "" Gestion del Tiempo : Estable cer primero lo primero""de 30 h oras,desde el 06/05/15-15/6/15",1819
Repar. mant. y conserv. elementos de transporte,920,21400,2015-05-29,B38342424,NEUMATICOS ATLANTICO S.L.,Adquisición 2 Cubiertas Vehícu lo 0305FCH.,94.56
Servicio Mantenimiento Jardines Municipales,171,22741,2015-05-29,U76535509,UTE ZONAS VERDES ARONA,"Servicio Mayo 2015, Gestion Zo nas Verdes",374075.17
Elecciones,920,22605,2015-05-30,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.",Servicio Retirada de Carteles Electorales 1 Vehiculo y 2 Ope rario-Infraestructura,363.8
Servicio de Vigilancia y Socorrismo en Playas,1721,22736,2015-05-30,B62137252,PRO ACTIVA SERVEIS AQUATICS S.L.,"Servicio Mayo 2015 ,Vigilancia , Salvamento y Asistencia del  k Litoral Arona",11941.2
Actividades Socioculturales,3271,22609,2015-05-31,B38398038,TRANSALEX BUS S.L.,"Transporte 30 Plazas Excursión  Teide ,Pateando Canarias, Juv entud",288.9
Anticipos por cuenta terceros,931,83001,2015-05-31,A38011623,CANARIA DE AVISOS S.A.,"Publicacion  2*3 Tamaño, 20/05 /15, pag. 28 ""Apertura licita  cion Ex 2/15-carsv, Servicio   010 y 092",269.64
Anticipos por cuenta terceros,931,83001,2015-05-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Publicacion EL DIA, 20/5/15, P AG 34""Apertura Licitacion Serv icio Atencio Telefonica 010 y Apoyo 092""2031293",288.9
Combustibles y carburantes,150,22103,2015-05-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Mayo 2015 Vehiculos  de Mantenimiento,1601.16
Combustibles y carburantes,150,22103,2015-05-31,B38983318,"PICAMOLINOS, S.L.",Carburante Mayo 2015- Vehiculo s  Municipales.,783.02
Combustibles y carburantes,912,22103,2015-05-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante y lavados Mayo 2015 - Alcaldia,468.86
Combustibles y carburantes,920,22103,2015-05-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante y lavados Mayo 2015 - Alcaldia,468.86
Combustibles y carburantes,920,22103,2015-05-31,B38983318,"PICAMOLINOS, S.L.",Carburante Mayo 2015- Vehiculo s  Municipales.,783.02
Combustibles y carburantes,931,22103,2015-05-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante y lavados Mayo 2015 - Alcaldia,468.86
Combustibles y carburantes.,130,22103,2015-05-31,A38047684,ESTACION SURAMERICAS S.A.,Carburante Mayo 2015- Vehiculo s,2438.64
Combustibles y carburantes.,130,22103,2015-05-31,A38087367,CLAUDIO ALFONSO E HIJOS S.A.,"PNDO.FACTURA CR14000153. Carbu rante  Policía Local, Mayo 201 5",141.25
Combustibles y carburantes.,130,22103,2015-05-31,B38983318,"PICAMOLINOS, S.L.",Carburante Mayo 2015- Vehiculo s  Municipales.,783.02
Combustibles y carburantes.,130,22103,2015-05-31,B38983318,"PICAMOLINOS, S.L.","PNDO.FACTURA 13/00202 Carburan te Veh?culos Municipales, Mayo  2015.",724.7
Combustibles y carburantes.,130,22103,2015-05-31,B76585801,"VILLASARA MULTISERVICIOS, S.L.",Carburante Mayo 2015- Vehiculo s,1290.91
Combustibles y carburantes.,170,22103,2015-05-31,B38983318,"PICAMOLINOS, S.L.",Carburante Mayo 2015- Vehiculo s  Municipales.,783.02
Control de Aves.,311,22731,2015-05-31,B76640523,FENIX CONTROL DE AVES S.L.,Instalacion de Red Antipalomas  en el Interior del Patio de l a antigua bodega,761.26
Festejos y Actos Populares,338,22610,2015-05-31,B38315263,MELIAN Y DIEGO S.L.,"Base Exterior Interior 20-15l,  Dosis Colorante y Cinta 50*50 Baile de Magos de Canarias 201 5",72.15
Limpieza y Aseo,920,22700,2015-05-31,B35745926,RALONS SERVICIOS S.L.,"Servicio Mayo 2015, Limpieza  Centro Educativo y Ed. Munici pales, Expte 1/10-casv",143402.92
Mantenimiento Integral del Litoral,1721,22730,2015-05-31,U76534924,UTE LITORAL ARONA,Servicio Mayo 2015- Gestion Li toral,25680.78
Ordinario no inventariable,920,22000,2015-05-31,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Suministro Mayo 2015 Material de Oficina,1981.92
Plan de Promoción Económica,433,22614,2015-05-31,A38022182,RADIO CLUB DE CANARIAS S.A.,Cuñas Radio Dia de la Madre -  Promocion Económica,442.5
Plan de Promoción Económica,433,22614,2015-05-31,B38530655,LA OPINION DE TENERIFE S.L.U.,"Publicidad: A0000000737 Tamañ : 1X1 AYTO ARONA - 01/05/2015  y 02/05/2015, la opinion pag   13 y15 , dia de la madre",1070
Postales,920,22201,2015-05-31,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturacion Mayo 2015- Acuse C artas,41225.06
Productos alimenticios,920,22105,2015-05-31,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",2 Cuotas de Servicios,19.26
Publicidad y Propaganda,920,22602,2015-05-31,A38011623,CANARIA DE AVISOS S.A.,"Publicacion 2*3 Tamaño, 25/5/1 5, pag 38, Bando celebracion   dia Santa Rita",269.64
Publicidad y Propaganda,920,22602,2015-05-31,A38011623,CANARIA DE AVISOS S.A.,"Publicacion Tamaño 2*4,28/5/15 , pag 20 ""Celebracion fiesta   sta maria madre divino pastor  ,la camella 2015",359.52
Publicidad y Propaganda,920,22602,2015-05-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Publicacion EL DIA, 26/5/15, P AG 23""Deposito de Vehiculos""20 31727",722.25
Recogida y acogida de animales.,311,22704,2015-05-31,B76640523,FENIX CONTROL DE AVES S.L.,"Servicio Marzo, Abril y mayo- Control y Dispersi?n de Paloma s en el Municipio de Arona",2889
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2015-05-31,B38889911,"INVERSIONES MARTIN DORTA, S.L.",Copias de llaves -Elecciones 2 015-Cabo Blanco,1.2
